"full_name","a","e","i","om","w","q","ad","per.y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
" 23606 (1996 AS1)",1.75,0.3610,14.36,296.64,357.57,1.118,2.38,2.32,12956,0,238,,,18.31
" 23714 (1998 EC3)",2.128,0.5165,8.40,127.85,128.97,1.029,3.23,3.1,8345,0,585,,,16.80
" 24443 (2000 OG)",2.311,0.8222,25.75,178.12,231.17,0.411,4.21,3.51,10315,0,563,,,16.40
" 24445 (2000 PM8)",2.21,0.5457,23.78,203.16,219.07,1.004,3.42,3.29,11014,0,1510,,,14.69
" 24475 (2000 VN2)",1.975,0.4418,14.63,76.46,32.65,1.103,2.85,2.78,6873,0,768,,,16.30
" 24761 Ahau (1993 BW2)",1.335,0.3058,21.92,121.06,287.51,0.927,1.74,1.54,10387,0,816,,,17.28
" 25143 Itokawa (1998 SF36)",1.324,0.2801,1.62,69.08,162.80,0.953,1.70,1.52,8473,0,947,19,18,18.96
" 25330 (1999 KV4)",1.54,0.3709,14.33,50.55,86.11,0.969,2.11,1.91,15391,0,1209,,,16.66
" 25916 (2001 CP44)",2.562,0.4980,15.74,94.68,199.77,1.286,3.84,4.1,17802,0,2213,,,13.68
" 26166 (1995 QN3)",3.3,0.6446,14.79,185.71,62.90,1.173,5.43,5.99,24177,0,381,,,16.86
" 26310 (1998 TX6)",2.141,0.4687,5.38,210.86,98.89,1.137,3.14,3.13,25359,0,123,,,19.01
" 26379 (1999 HZ1)",1.606,0.5761,8.68,252.11,200.60,0.681,2.53,2.04,5788,1,69,,,18.00
" 26663 (2000 XK47)",1.546,0.4722,13.54,303.67,231.13,0.816,2.28,1.92,17344,0,335,2,2,18.10
" 26760 (2001 KP41)",2.851,0.5580,11.02,146.25,155.19,1.260,4.44,4.81,9411,0,1480,,,15.33
" 26817 (1987 QB)",2.802,0.5946,3.50,153.19,156.56,1.136,4.47,4.69,12226,0,108,,,19.02
" 27002 (1998 DV9)",1.744,0.4339,8.70,130.37,0.79,0.987,2.50,2.3,8501,0,492,,,18.23
" 27031 (1998 RO4)",2.14,0.4251,5.35,191.86,111.82,1.230,3.05,3.13,25336,0,408,,,17.89
" 27346 (2000 DN8)",1.875,0.3990,36.95,135.21,269.26,1.127,2.62,2.57,15645,0,883,,,15.83
" 29075 (1950 DA)",1.698,0.5080,12.17,356.65,224.67,0.836,2.56,2.21,26216,0,920,8,4,17.21
" 30825 (1990 TG1)",2.436,0.6809,8.74,205.02,33.70,0.777,4.09,3.8,11398,0,1797,1,1,14.69
" 30997 (1995 UO5)",1.56,0.6433,36.21,38.66,151.08,0.556,2.56,1.95,9204,0,235,,,17.05
" 31210 (1998 BX7)",2.604,0.5024,8.96,144.92,271.39,1.296,3.91,4.2,24000,0,804,,,16.39
" 31221 (1998 BP26)",1.723,0.2569,20.22,331.04,186.77,1.281,2.17,2.26,8640,0,1025,,,17.21
" 31345 (1998 PG)",2.015,0.3913,6.50,222.71,156.15,1.227,2.80,2.86,15785,0,1351,,,17.38
" 31346 (1998 PB1)",2.029,0.4300,5.96,299.73,350.53,1.157,2.90,2.89,8527,0,626,,,17.16
" 31662 (1999 HP11)",1.597,0.5481,18.82,13.95,312.02,0.722,2.47,2.02,6576,0,64,,,19.39
" 31669 (1999 JT6)",2.136,0.5782,9.54,78.82,39.10,0.901,3.37,3.12,9184,0,734,,,15.87
" 32906 (1994 RH)",2.248,0.4399,18.94,331.18,92.30,1.259,3.24,3.37,13618,0,1473,,,15.89
" 33342 (1998 WT24)",0.7188,0.4176,7.37,81.67,167.54,0.419,1.02,0.609,8443,0,1817,16,1,17.85
" 34613 (2000 UR13)",2.069,0.3874,6.18,315.28,286.18,1.267,2.87,2.98,32045,0,1061,,,16.00
" 35107 (1991 VH)",1.137,0.1443,13.91,139.35,206.94,0.973,1.30,1.21,10717,0,3917,3,0,16.76
" 35396 (1997 XF11)",1.442,0.4839,4.10,213.67,103.03,0.744,2.14,1.73,11612,0,1975,5,1,16.90
" 35432 (1998 BG9)",2.502,0.5450,13.14,115.33,1.62,1.139,3.87,3.96,8713,0,269,,,19.30
" 35670 (1998 SU27)",2.122,0.5962,7.14,271.35,169.85,0.857,3.39,3.09,1238,0,119,,,19.30
" 36017 (1999 ND43)",1.523,0.3143,5.55,332.08,52.09,1.045,2.00,1.88,7938,0,955,,,19.17
" 36183 (1999 TX16)",1.551,0.3324,38.22,54.65,311.18,1.036,2.07,1.93,8585,0,1027,,,16.30
" 36236 (1999 VV)",1.333,0.4237,58.03,241.07,19.78,0.768,1.90,1.54,15053,0,876,,,15.90
" 36284 (2000 DM8)",1.484,0.5537,46.77,323.16,317.96,0.662,2.31,1.81,8042,0,1839,,,14.94
" 37336 (2001 RM)",2.253,0.4837,36.67,223.65,118.00,1.163,3.34,3.38,16185,0,1196,,,15.70
" 37638 (1993 VB)",1.91,0.5195,5.08,145.60,323.13,0.918,2.90,2.64,7835,0,97,,,19.30
" 37655 Illapa (1994 PM)",1.478,0.7522,18.03,139.55,303.88,0.366,2.59,1.8,9863,0,634,1,1,17.81
" 38071 (1999 GU3)",2.089,0.5073,12.74,195.49,8.82,1.029,3.15,3.02,7617,0,464,6,5,19.48
" 38086 Beowulf (1999 JB)",1.42,0.5663,23.67,165.33,178.95,0.616,2.22,1.69,10787,0,806,,,17.32
" 38091 (1999 JT3)",2.17,0.4011,9.33,64.83,225.14,1.299,3.04,3.2,14827,0,717,,,16.15
" 38239 (1999 OR3)",2.035,0.5756,9.44,199.95,28.08,0.864,3.21,2.9,7108,0,183,,,18.20
" 39565 (1992 SL)",1.642,0.3344,8.60,0.96,344.77,1.093,2.19,2.1,25713,0,380,,,18.43
" 39572 (1993 DQ1)",2.037,0.4922,10.02,313.55,344.84,1.035,3.04,2.91,10211,0,774,,,16.46
" 39796 (1997 TD)",2.25,0.4682,12.92,158.95,170.97,1.197,3.30,3.38,12593,0,849,,,15.79
" 40263 (1999 FQ5)",1.495,0.1612,25.85,172.81,198.69,1.254,1.74,1.83,12167,0,629,,,17.71
" 40267 (1999 GJ4)",1.339,0.8085,34.50,148.23,211.93,0.256,2.42,1.55,24362,0,2770,,,15.52
" 40329 (1999 ML)",2.267,0.4545,2.52,210.92,112.04,1.236,3.30,3.41,7870,0,581,,,17.67
" 41429 (2000 GE2)",1.593,0.5553,2.17,351.93,297.23,0.708,2.48,2.01,8267,0,360,,,20.38
" 41440 (2000 HZ23)",1.576,0.2112,15.11,64.05,200.06,1.243,1.91,1.98,8209,0,176,,,19.80
" 42286 (2001 TN41)",1.419,0.3918,24.07,55.84,150.89,0.863,1.98,1.69,16918,0,834,,,16.52
" 48603 (1995 BC2)",1.918,0.4296,5.03,328.25,81.77,1.094,2.74,2.66,11919,0,499,,,17.55
" 52340 (1992 SY)",2.213,0.5474,8.08,5.26,116.29,1.002,3.43,3.29,13230,0,672,,,17.80
" 52381 (1993 HA)",1.278,0.1441,7.73,183.26,263.91,1.094,1.46,1.45,9540,0,383,,,20.07
" 52387 Huitzilopochtli (1993 OM7)",1.282,0.1897,24.15,297.58,195.57,1.039,1.53,1.45,10365,0,1017,2,1,17.70
" 52689 (1998 FF2)",1.562,0.2922,10.98,4.68,265.15,1.105,2.02,1.95,8333,0,292,,,18.79
" 52750 (1998 KK17)",1.427,0.5249,11.17,141.32,334.16,0.678,2.18,1.7,10678,0,1293,,,16.50
" 52760 (1998 ML14)",2.409,0.6236,2.43,338.72,20.29,0.907,3.91,3.74,7972,0,639,11,7,17.48
" 52761 (1998 MN14)",1.555,0.2241,19.48,258.99,350.46,1.206,1.90,1.94,8267,0,373,,,17.84
" 52762 (1998 MT24)",2.418,0.6518,33.87,309.13,254.38,0.842,3.99,3.76,24894,0,771,,,14.82
" 52768 (1998 OR2)",2.382,0.5743,5.87,26.94,174.55,1.014,3.75,3.68,12569,0,5387,3,0,16.00
" 53110 (1999 AR7)",1.644,0.2145,40.62,85.43,58.26,1.292,2.00,2.11,8321,0,1209,,,16.72
" 53319 (1999 JM8)",2.724,0.6417,13.84,133.62,166.84,0.976,4.47,4.5,11332,0,1367,8,10,15.25
" 53409 (1999 LU7)",2.101,0.6283,10.87,206.70,147.74,0.781,3.42,3.05,7620,0,117,,,18.68
" 53426 (1999 SL5)",1.923,0.5385,22.77,239.09,43.34,0.887,2.96,2.67,7421,0,767,,,17.22
" 53429 (1999 TF5)",2.023,0.6398,26.78,199.21,64.08,0.729,3.32,2.88,1123,0,79,,,18.90
" 53430 (1999 TY16)",2.099,0.4034,60.40,241.92,156.94,1.252,2.95,3.04,7787,0,890,,,16.62
" 53435 (1999 VM40)",2.312,0.4828,15.34,51.35,354.45,1.196,3.43,3.51,17106,0,2643,,,14.71
" 53550 (2000 BF19)",1.495,0.4195,7.18,313.22,324.91,0.868,2.12,1.83,10338,0,213,,,19.10
" 53789 (2000 ED104)",1.371,0.2692,40.79,190.02,218.32,1.002,1.74,1.6,24289,0,896,,,17.33
" 54071 (2000 GQ146)",1.329,0.1975,23.44,36.35,128.25,1.067,1.59,1.53,11785,0,731,,,17.23
" 54401 (2000 LM)",1.711,0.2623,18.95,240.85,67.10,1.262,2.16,2.24,11727,0,1037,,,17.21
" 54509 YORP (2000 PH5)",1.006,0.2300,1.60,278.22,278.94,0.775,1.24,1.01,1826,0,550,4,1,22.70
" 54660 (2000 UJ1)",1.477,0.2808,46.69,223.71,158.01,1.062,1.89,1.79,7223,0,393,0,3,17.86
" 54686 (2001 DU8)",1.777,0.3416,33.21,161.70,265.88,1.170,2.38,2.37,12024,0,980,,,16.59
" 54690 (2001 EB)",1.63,0.2567,35.36,33.52,99.62,1.211,2.05,2.08,21932,0,386,,,17.10
" 54789 (2001 MZ7)",1.776,0.2877,24.47,130.08,20.03,1.265,2.29,2.37,15755,0,3184,,,14.99
" 55408 (2001 TC2)",1.1,0.2246,30.39,193.83,353.52,0.853,1.35,1.15,14180,0,255,,,18.80
" 55532 (2001 WG2)",1.795,0.6954,38.51,81.47,132.34,0.547,3.04,2.4,24741,0,672,,,16.05
" 65674 (1988 SM)",1.665,0.3440,10.95,0.87,313.29,1.092,2.24,2.15,11559,0,308,,,18.15
" 65679 (1989 UQ)",0.9148,0.2646,1.30,178.10,15.00,0.673,1.16,0.875,23014,0,726,,,19.46
" 65690 (1991 DG)",1.428,0.3630,11.14,180.12,63.32,0.909,1.95,1.71,10862,0,1133,,,19.11
" 65706 (1992 NA)",2.396,0.5559,9.64,349.19,8.71,1.064,3.73,3.71,10542,0,657,,,16.50
" 65717 (1993 BX3)",1.395,0.2810,2.81,174.76,290.95,1.003,1.79,1.65,10452,0,1231,2,1,20.75
" 65733 (1993 PC)",1.154,0.4743,4.15,336.95,168.65,0.607,1.70,1.24,10157,0,742,,,18.38
" 65803 Didymos (1996 GT)",1.644,0.3838,3.41,73.20,319.32,1.013,2.28,2.11,9066,0,1046,5,0,18.07
" 65909 (1998 FH12)",1.091,0.5397,3.56,108.61,284.48,0.502,1.68,1.14,8480,0,421,8,2,19.23
" 65996 (1998 MX5)",2.938,0.6044,9.55,265.28,57.16,1.162,4.71,5.04,9269,0,939,,,18.41
" 66008 (1998 QH2)",1.426,0.3627,61.01,168.93,13.96,0.909,1.94,1.7,8905,0,1318,,,16.02
" 66063 (1998 RO1)",0.991,0.7201,22.69,351.85,151.16,0.277,1.70,0.986,9064,0,1321,4,0,17.85
" 66146 (1998 TU3)",0.7874,0.4838,5.41,102.00,84.84,0.406,1.17,0.699,14277,0,1584,,,14.49
" 66251 (1999 GJ2)",1.536,0.1979,11.28,196.20,142.51,1.232,1.84,1.9,13280,0,1654,,,16.93
" 66253 (1999 GT3)",1.334,0.8377,19.50,157.38,261.09,0.216,2.45,1.54,8096,0,382,,,18.40
" 66272 (1999 JW6)",1.507,0.1433,51.31,66.39,68.44,1.291,1.72,1.85,8073,0,616,,,17.15
" 66391 Moshup (1999 KW4)",0.6424,0.6884,38.88,244.90,192.65,0.200,1.08,0.515,8486,0,3687,37,0,16.59
" 66400 (1999 LT7)",0.8555,0.5724,9.07,79.83,341.36,0.366,1.35,0.791,12466,0,522,,,19.28
" 66407 (1999 LQ28)",1.198,0.1200,21.77,95.00,320.51,1.055,1.34,1.31,14144,0,347,,,18.96
" 66959 (1999 XO35)",2.54,0.5655,20.61,81.92,293.43,1.104,3.98,4.05,7357,0,626,,,16.62
" 67367 (2000 LY27)",1.309,0.2126,9.02,264.52,184.83,1.030,1.59,1.5,16510,0,489,,,17.07
" 67381 (2000 OL8)",1.321,0.5429,10.67,294.93,266.83,0.604,2.04,1.52,6240,0,216,,,19.80
" 67399 (2000 PJ6)",1.301,0.3463,14.69,332.88,225.26,0.851,1.75,1.48,25686,0,323,,,18.22
" 68031 (2000 YK29)",1.376,0.1286,15.17,123.65,31.91,1.199,1.55,1.61,10515,0,652,,,18.07
" 68063 (2000 YJ66)",2.333,0.4580,5.72,308.86,50.29,1.264,3.40,3.56,11780,0,2132,,,15.51
" 68216 (2001 CV26)",1.32,0.3265,17.99,18.14,48.73,0.889,1.75,1.52,7627,0,2257,5,0,16.52
" 68267 (2001 EA16)",1.51,0.4275,38.83,8.01,317.44,0.864,2.15,1.85,7366,0,419,3,1,16.84
" 68278 (2001 FC7)",1.436,0.1145,2.62,99.11,234.49,1.271,1.60,1.72,8774,0,1012,,,18.41
" 68346 (2001 KZ66)",1.507,0.4167,16.70,219.38,140.27,0.879,2.14,1.85,15109,0,929,1,1,16.80
" 68347 (2001 KB67)",0.9622,0.3802,17.12,245.88,243.77,0.596,1.33,0.944,7444,0,614,6,2,19.88
" 68348 (2001 LO7)",2.156,0.8407,25.34,236.22,181.64,0.343,3.97,3.16,24501,0,1283,,,14.27
" 68350 (2001 MK3)",1.67,0.2474,29.57,128.86,328.57,1.257,2.08,2.16,24433,0,1442,,,15.99
" 68359 (2001 OZ13)",1.517,0.1744,9.86,99.23,29.15,1.253,1.78,1.87,9645,0,1106,,,17.90
" 68372 (2001 PM9)",1.618,0.4155,8.10,253.03,322.21,0.946,2.29,2.06,7076,0,347,,,18.80
" 68548 (2001 XR31)",1.707,0.4367,22.72,302.05,24.71,0.961,2.45,2.23,10135,0,660,,,16.55
" 68950 (2002 QF15)",1.057,0.3443,25.15,236.22,255.57,0.693,1.42,1.09,24191,0,2881,12,1,16.36
" 69230 Hermes (1937 UB)",1.655,0.6242,6.07,34.10,92.88,0.622,2.69,2.13,30341,0,1204,3,3,17.51
" 85182 (1991 AQ)",2.222,0.7767,3.12,339.60,243.00,0.496,3.95,3.31,11203,0,391,5,3,17.07
" 85184 (1991 JG1)",1.374,0.1845,33.88,226.39,322.72,1.120,1.63,1.61,15582,0,826,,,18.44
" 85236 (1993 KH)",1.234,0.3111,12.81,54.37,293.81,0.850,1.62,1.37,9749,0,752,1,0,18.70
" 85275 (1994 LY)",1.891,0.4421,17.72,141.15,202.85,1.055,2.73,2.6,9752,0,3539,,,16.34
" 85490 (1997 SE5)",3.762,0.6610,2.57,247.70,94.07,1.275,6.25,7.3,14213,0,862,,,14.69
" 85585 Mjolnir (1998 FG2)",1.298,0.3563,4.08,2.31,95.44,0.835,1.76,1.48,2039,0,196,,,21.60
" 85628 (1998 KV2)",1.593,0.3316,13.02,66.75,50.61,1.064,2.12,2.01,8628,0,2453,,,17.20
" 85640 (1998 OX4)",1.58,0.4858,4.52,299.59,117.27,0.813,2.35,1.99,7584,0,274,,,21.10
" 85709 (1998 SG36)",1.646,0.3377,24.84,186.58,29.75,1.090,2.20,2.11,8478,0,2539,,,15.87
" 85713 (1998 SS49)",1.925,0.6388,10.77,41.05,103.00,0.695,3.16,2.67,8403,0,724,2,0,15.64
" 85770 (1998 UP1)",0.998,0.3452,33.18,18.34,234.22,0.654,1.34,0.997,11368,0,460,,,20.50
" 85774 (1998 UT18)",1.403,0.3289,13.59,64.63,50.17,0.942,1.86,1.66,11787,0,763,4,4,19.07
" 85804 (1998 WQ5)",1.721,0.3544,27.66,285.75,269.74,1.111,2.33,2.26,11698,0,2065,,,15.40
" 85818 (1998 XM4)",1.657,0.4163,62.71,235.65,301.25,0.967,2.35,2.13,10379,0,805,,,15.39
" 85839 (1998 YO4)",1.654,0.2483,9.32,28.53,199.56,1.243,2.06,2.13,10449,0,1613,,,16.52
" 85867 (1999 BY9)",1.83,0.3022,0.94,254.38,287.40,1.277,2.38,2.48,9243,0,690,,,18.09
" 85938 (1999 DJ4)",1.853,0.4833,9.14,19.89,197.64,0.958,2.75,2.52,7395,0,627,1,0,18.60
" 85953 (1999 FK21)",0.7388,0.7031,12.61,180.47,172.40,0.219,1.26,0.635,18312,0,1273,,,18.11
" 85989 (1999 JD6)",0.8831,0.6328,17.06,130.17,309.24,0.324,1.44,0.83,10979,0,2964,11,4,17.06
" 85990 (1999 JV6)",1.008,0.3112,5.36,124.31,235.54,0.695,1.32,1.01,7944,0,1154,15,0,20.16
" 86039 (1999 NC43)",1.76,0.5787,7.13,311.65,120.77,0.741,2.78,2.33,8034,0,1506,,,15.95
" 86067 (1999 RM28)",1.817,0.3232,30.55,136.06,301.86,1.230,2.40,2.45,11837,0,1105,,,16.43
" 86324 (1999 WA2)",1.967,0.4345,34.60,293.68,75.28,1.112,2.82,2.76,8084,0,1527,,,15.71
" 86326 (1999 WK13)",1.844,0.3627,34.31,78.45,312.54,1.175,2.51,2.5,15184,0,749,,,17.34
" 86450 (2000 CK33)",0.968,0.4148,18.11,124.86,215.61,0.566,1.37,0.952,8016,0,893,,,18.33
" 86666 (2000 FL10)",1.463,0.4270,29.01,186.92,258.87,0.838,2.09,1.77,8002,0,1225,2,1,16.90
" 86667 (2000 FO10)",0.8594,0.5946,14.29,208.33,172.46,0.348,1.37,0.797,11725,0,1594,,,17.56
" 86819 (2000 GK137)",1.996,0.5058,10.06,164.89,150.31,0.987,3.01,2.82,9780,0,793,,,17.37
" 86829 (2000 GR146)",1.463,0.5750,14.37,78.48,31.42,0.622,2.30,1.77,17213,0,1067,,,15.90
" 86878 (2000 HD24)",1.342,0.6184,9.47,230.99,214.93,0.512,2.17,1.55,14004,0,625,,,17.66
" 87024 (2000 JS66)",1.197,0.1898,14.43,230.51,84.92,0.970,1.42,1.31,15705,0,1940,1,0,18.68
" 87025 (2000 JT66)",1.227,0.4836,25.32,120.50,359.62,0.633,1.82,1.36,7790,0,279,,,18.16
" 87309 (2000 QP)",0.8475,0.4632,34.74,294.28,188.17,0.455,1.24,0.78,16926,0,901,,,17.61
" 87311 (2000 QJ1)",1.59,0.5127,7.70,191.43,343.45,0.775,2.41,2.01,14356,0,1145,,,16.45
" 87684 (2000 SY2)",0.8586,0.6427,19.23,162.03,47.78,0.307,1.41,0.796,16108,0,1425,,,16.09
" 88188 (2000 XH44)",2.008,0.3916,11.37,340.20,195.03,1.222,2.79,2.85,10838,0,2651,,,16.06
" 88213 (2001 AF2)",0.954,0.5953,17.81,114.26,194.99,0.386,1.52,0.932,6624,0,346,,,19.40
" 88254 (2001 FM129)",1.182,0.6295,1.52,272.14,140.19,0.438,1.93,1.29,15752,0,783,1,1,17.71
" 88263 (2001 KQ1)",2.097,0.4321,38.79,232.81,241.62,1.191,3.00,3.04,8643,0,1984,,,15.59
" 88264 (2001 KN20)",2.148,0.4521,12.07,104.96,201.42,1.177,3.12,3.15,8137,0,697,,,16.97
" 88710 (2001 SL9)",1.061,0.2702,21.90,202.84,329.33,0.775,1.35,1.09,22361,0,1016,,,17.60
" 88959 (2001 TZ44)",1.723,0.5639,53.83,38.96,114.95,0.752,2.70,2.26,7342,0,440,,,17.36
" 89136 (2001 US16)",1.356,0.2528,1.91,175.91,67.16,1.013,1.70,1.58,6969,0,1285,2,2,20.20
" 89355 (2001 VS78)",1.787,0.3081,22.66,103.10,84.93,1.237,2.34,2.39,15772,0,2713,,,15.78
" 89830 (2002 CE)",2.077,0.5072,43.66,19.90,5.80,1.024,3.13,2.99,14232,0,1345,,,14.96
" 89958 (2002 LY45)",1.642,0.8863,9.91,188.17,222.92,0.187,3.10,2.1,7695,0,909,,,17.14
" 89959 (2002 NT7)",1.735,0.5283,42.35,132.02,300.70,0.819,2.65,2.29,24472,0,1043,,,16.44
" 90075 (2002 VU94)",2.134,0.5760,8.91,226.76,30.67,0.905,3.36,3.12,24175,0,2912,1,0,15.36
" 90147 (2002 YK14)",1.474,0.3316,27.99,282.70,105.05,0.985,1.96,1.79,12428,0,799,,,18.36
" 90367 (2003 LC5)",1.156,0.4263,16.88,86.83,313.83,0.663,1.65,1.24,13792,0,837,,,17.82
" 90373 (2003 SZ219)",1.627,0.2046,9.87,189.41,218.70,1.294,1.96,2.08,8477,0,388,,,18.64
" 90403 (2003 YE45)",1.234,0.2800,19.01,286.25,306.79,0.889,1.58,1.37,11694,0,1694,2,2,17.74
" 90416 (2003 YK118)",1.695,0.4919,7.84,326.88,233.05,0.861,2.53,2.21,9897,0,894,2,0,18.60
" 96189 Pygmalion (1991 NT3)",1.82,0.3076,13.99,287.23,293.09,1.260,2.38,2.46,13049,0,1016,,,16.43
" 96315 (1997 AP10)",1.443,0.6433,6.65,293.05,356.28,0.515,2.37,1.73,8761,0,954,,,16.96
" 96536 (1998 SO10)",2.298,0.7782,41.43,199.56,22.43,0.510,4.09,3.48,16444,0,560,,,15.48
" 96590 (1998 XB)",0.9078,0.3511,13.60,75.71,202.72,0.589,1.23,0.865,10177,0,2478,8,7,16.21
" 96631 (1999 FP59)",1.699,0.2595,1.77,19.67,303.79,1.258,2.14,2.21,12609,0,812,,,18.10
" 96744 (1999 OW3)",2.092,0.7799,34.94,196.12,35.69,0.460,3.72,3.03,8177,0,1039,,,14.82
" 97725 (2000 GB147)",1.798,0.3094,18.19,311.77,212.27,1.242,2.35,2.41,7468,0,236,,,18.72
" 98943 (2001 CC21)",1.032,0.2191,4.81,75.57,179.40,0.806,1.26,1.05,14300,0,673,,,18.41
" 99248 (2001 KY66)",1.866,0.5077,10.61,284.14,61.53,0.919,2.81,2.55,10902,0,1506,,,16.53
" 99799 (2002 LJ3)",1.462,0.2758,7.56,122.36,249.89,1.059,1.87,1.77,11755,0,787,,,18.36
" 99907 (1989 VA)",0.7284,0.5947,28.80,225.59,2.85,0.295,1.16,0.622,11648,0,991,,,17.91
" 99935 (2002 AV4)",1.654,0.6450,12.77,16.34,322.99,0.587,2.72,2.13,24169,0,1595,,,16.05
" 99942 Apophis (2004 MN4)",0.9227,0.1914,3.34,203.96,126.60,0.746,1.10,0.886,6267,0,7300,20,30,19.70
"100004 (1983 VA)",2.592,0.7020,15.69,76.30,13.73,0.772,4.41,4.17,13950,0,491,,,16.49
"100085 (1992 UY4)",2.651,0.6193,2.64,305.21,42.20,1.009,4.29,4.32,14445,0,624,13,0,17.80
"100756 (1998 FM5)",2.266,0.5543,11.57,176.52,312.09,1.010,3.52,3.41,12292,0,1171,,,16.27
"100926 (1998 MQ)",1.783,0.4077,24.24,221.09,138.79,1.056,2.51,2.38,15120,0,1230,1,2,16.65
"101869 (1999 MM)",1.624,0.6110,4.77,110.95,268.79,0.632,2.62,2.07,3167,0,201,,,19.20
"101873 (1999 NC5)",2.029,0.3933,45.79,128.80,295.24,1.231,2.83,2.89,14041,0,494,,,16.39
"101955 Bennu (1999 RQ36)",1.126,0.2037,6.03,2.06,66.22,0.897,1.36,1.2,7693,0,554,58,7,20.21
"102873 (1999 WK11)",2.132,0.4670,7.46,72.61,220.41,1.136,3.13,3.11,15036,0,321,,,17.46
"103067 (1999 XA143)",1.843,0.5815,38.55,116.63,104.00,0.771,2.92,2.5,9831,0,933,,,16.79
"105140 (2000 NL10)",0.9143,0.8171,32.53,237.32,281.65,0.167,1.66,0.874,25296,0,2398,,,15.74
"105141 (2000 NF11)",1.421,0.1890,14.82,123.73,115.88,1.152,1.69,1.69,15146,0,272,,,18.93
"106538 (2000 WK63)",2.423,0.7641,10.34,163.46,41.62,0.571,4.27,3.77,7645,0,1027,,,16.27
"106589 (2000 WN107)",2.149,0.6164,14.37,163.38,11.71,0.824,3.47,3.15,7626,0,1668,,,16.06
"108519 (2001 LF)",1.604,0.2709,16.39,267.28,343.85,1.169,2.04,2.03,11455,0,793,,,17.86
"108906 (2001 PL9)",1.235,0.3606,20.93,172.06,343.99,0.790,1.68,1.37,6954,0,578,,,17.85
"111253 (2001 XU10)",1.754,0.4397,42.03,310.16,6.96,0.983,2.52,2.32,7740,0,1139,,,15.20
"112221 (2002 KH4)",2.269,0.4449,58.73,230.10,356.28,1.260,3.28,3.42,9645,0,772,,,15.56
"112985 (2002 RS28)",2.22,0.4927,46.99,211.96,105.34,1.126,3.31,3.31,12092,0,1356,,,15.71
"115052 (2003 RD6)",1.669,0.3181,31.32,190.52,88.21,1.138,2.20,2.16,15295,0,1281,,,17.40
"136564 (1977 VA)",1.866,0.3943,2.98,224.45,172.64,1.130,2.60,2.55,15624,0,275,,,19.08
"136582 (1992 BA)",1.342,0.0678,10.50,140.19,107.36,1.251,1.43,1.55,10320,0,411,,,19.84
"136617 (1994 CC)",1.638,0.4169,4.68,268.53,24.91,0.955,2.32,2.1,11829,0,704,13,14,17.68
"136618 (1994 CN2)",1.573,0.3949,1.44,99.34,248.27,0.952,2.19,1.97,9909,0,879,,,16.77
"136635 (1994 VA1)",1.574,0.1749,7.64,231.71,311.10,1.298,1.85,1.97,9713,0,653,,,19.12
"136745 (1995 WL8)",2.366,0.4839,17.78,247.93,131.55,1.221,3.51,3.64,9007,0,103,,,18.02
"136770 (1996 PC1)",1.839,0.4516,25.10,326.23,45.90,1.008,2.67,2.49,7437,0,249,,,20.60
"136773 (1996 TR6)",1.585,0.1802,22.10,196.29,117.67,1.299,1.87,1.99,8866,0,331,,,18.63
"136793 (1997 AQ18)",1.147,0.4654,17.37,296.26,37.02,0.613,1.68,1.23,8086,0,388,,,18.30
"136795 Tatsunokingo (1997 BQ)",1.747,0.4790,10.99,50.15,147.46,0.910,2.58,2.31,9084,0,396,1,1,18.16
"136818 Selqet (1997 MW1)",0.9375,0.3463,12.78,259.93,203.83,0.613,1.26,0.908,7982,0,636,,,18.98
"136839 (1997 WT22)",1.485,0.3061,8.16,71.93,74.80,1.031,1.94,1.81,11597,0,487,,,18.80
"136849 (1998 CS1)",1.492,0.5782,7.79,110.78,97.65,0.629,2.35,1.82,8622,0,621,3,0,17.70
"136874 (1998 FH74)",2.203,0.8841,21.15,197.53,193.38,0.255,4.15,3.27,9503,0,1092,,,15.84
"136897 (1998 HJ41)",1.363,0.1247,38.88,211.86,120.12,1.193,1.53,1.59,6960,0,313,,,18.50
"136900 (1998 HL49)",1.747,0.6364,10.98,205.97,239.25,0.635,2.86,2.31,8441,0,875,,,17.41
"136923 (1998 JH2)",2.135,0.4414,6.62,51.10,287.31,1.193,3.08,3.12,12848,0,1083,,,16.27
"136993 (1998 ST49)",2.308,0.5955,24.49,18.21,48.07,0.934,3.68,3.51,7882,0,753,5,2,17.77
"137032 (1998 UO1)",1.596,0.7631,25.50,358.44,252.49,0.378,2.81,2.02,10629,0,1471,5,0,16.55
"137044 (1998 UC50)",2.271,0.4286,4.38,335.05,166.59,1.298,3.24,3.42,8354,0,490,,,16.63
"137052 Tjelvar (1998 VO33)",1.248,0.8095,14.91,64.28,209.92,0.238,2.26,1.39,8450,0,1137,,,16.96
"137062 (1998 WM)",1.225,0.3153,22.51,45.63,172.53,0.838,1.61,1.36,12494,0,1779,,,16.55
"137064 (1998 WP5)",1.374,0.1952,19.50,36.11,97.62,1.106,1.64,1.61,7863,0,667,,,18.89
"137078 (1998 XZ4)",1.939,0.6383,23.16,324.45,9.63,0.701,3.18,2.7,8133,0,449,,,16.32
"137084 (1998 XS16)",1.212,0.4965,26.55,272.99,358.31,0.610,1.81,1.33,9871,0,1772,,,16.40
